start	end	text
3152400	3157400	メモリはこの先も
3158400	3160400	メモリ圧縮戦略って多分
3161400	3162400	今
3162400	3163400	考えてるよりも
3163400	3165400	もっとバラエティ飛んでくるはずだと思ってて
3166400	3166400
3167400	3168400	その
3169400	3171400	短期記憶から長期記憶にしていく方式
3172400	3173400	うんうんうんうんうんうん
3174400	3176400	そのメモリ圧縮戦略とかも
3176400	3180400	まあこれから進化していく分野なんだろうなっていう風には
3181400	3182400	聞いてて感じましたね
3183400	3184400	まあね
3184400	3185400	言ったことを覚えててほしいっていうのは
3186400	3186400
3187400	3188400	エージェント使ってても
3188400	3189400	普遍的に思う感情っていうか
3190400	3191400	そうね
3192400	3193400	でもさそれってイベント記憶じゃ
3194400	3195400	消えちゃいそうだろう
3196400	3197400	うんうんうんうん
3197400	3197400
3197400	3199400	単純に言ったことを覚えててほしいっていうのを
3199400	3200400	中身的に言うと
3201400	3202400	うんうんうん
3202400	3204400	だって一言一個覚えてる
3204400	3206400	ことの
3207400	3209400	非効率だったらないしね
3209400	3210400	そうですね
3210400	3212400	まあもとよくこの我々の会社名の元になっている
3213400	3214400	ジェネタブエージェンスという論文では
3214400	3215400	まさにそこのメモリ機構が
3216400	3217400	中心に扱われていて
3218400	3221400	そうイベントの記憶とそこはエピソードで
3222400	3223400	いくつかつなぎ合わせたものと
3224400	3225400	まあさらに重要だと思うものを
3225400	3226400	教訓として持つみたいな
3227400	3228400	構造で
3229400	3230400	まあうまくその
3230400	3231400	シチュエーションシチュエーションに必要な
3231400	3234400	その記憶を揺らしてくるっていう
3235400	3236400	話があったわけですけど
3237400	3240400	とはいえまあ
3241400	3243400	ね全然記憶が少ない中でそれやると
3244400	3245400	すぐになんか
3246400	3248400	全然関係ない記憶を呼び出しちゃって
3249400	3250400	記憶のその汚染によって
3251400	3252400	タスクがうまくいかないっていう
3253400	3255400	ことがあったりもするわけなので
3256400	3257400	余計なこと言ったやつがいてね
3257400	3258400	あれからだいぶね
3258400	3262400	あのメモリのその標準的なその
3263400	3264400	空間って
3265400	3266400	圧倒的に
3267400	3268400	増えているから
3269400	3270400	多分
3271400	3274400	考え方も変わってきますよね
3275400	3276400	ですね
3277400	3279400	いやでも
3280400	3282400	面白い方向性だなっていう
3283400	3284400	感覚がありますね
3284400	3288400	まあまあそろそろ時間っていう感じなんですけども
3289400	3290400	なんかあの
3291400	3291400
3292400	3293400	チャンネルであの
3294400	3295400	テスティングについて発表があるみたいな
3296400	3297400	話をした気がするんだけど
3298400	3299400	テスティングの話なかった?
3300400	3300400
3301400	3302400	明日なのかな
3303400	3303400
3304400	3304400
3304400	3305400	うん
3306400	3307400	まあ
3307400	3307400
3307400	3309400	安全リリースしていくってところが
3310400	3312400	結構ポイントだよねみたいな話があったので
3313400	3314400	そうね
3314400	3316400	普通にライフサイクルとして
3317400	3318400	ビルドしてテストして
3319400	3320400	えっと
3321400	3322400	何々して
3323400	3324400	振り返りしてみたいな
3324400	3325400	口をすっぱくして
3325400	3326400	ずっとあの
3326400	3327400	ぐるぐるぐるぐるぐる
3327400	3327400
3328400	3329400	見せてはいたけど
3330400	3330400
3331400	3332400	特に明日はほら
3333400	3334400	ハリソンのキーノートの後が
3335400	3336400	そうですね
3337400	3339400	オブザービング&テスティングCXエージェン2で
3340400	3341400	やっぱテスト
3342400	3343400	ベースの話なので
3344400	3345400	テストは明日でしょうね
3346400	3347400	なるほどね
3347400	3348400	明日も見逃せないという感じで
3348400	3349400	ぜひですね
3350400	3351400	ランクチェーンの
3352400	3353400	アカウントのポストも
3354400	3355400	見ていただきながら
3356400	3357400	僕らの方でも
3357400	3358400	情報発信ができればと
3359400	3360400	思っております
3361400	3362400	ちょっとなんか網羅的に
3362400	3364400	ここら辺の新機能を使って
3365400	3366400	動かせるようなものとかを
3367400	3368400	動かしてみてまた
3369400	3370400	いろいろ語りたいなと思いました
3371400	3372400	ありがとうございます
3374400	3375400	じゃあサンファシスカも
3376400	3377400	夜が遅いということで
3378400	3379400	そうですね
3380400	3381400	はい、そうそうね
3381400	3381400
3382400	3382400
3383400	3384400	聞いていきたいかなと思います
3385400	3386400	はい、また明日
3387400	3387400
3388400	3390400	このリポストリは公開しておきますので
3391400	3391400
3392400	3394400	セッションの中身のようやく
3395400	3397400	どんどん更新していきたいと思います
3398400	3398400
3399400	3399400
3400400	3401400	もう結構ね、細かくね
3402400	3403400	ブログ自体は
3404400	3405400	まあなんか
3405400	3406400	落ちてた頃に
3406400	3407400	公式会話が出たりはすると思うんですけど
3408400	3408400
3409400	3410400	まあいち早くね
3410400	3411400	あのー、キャッチアップということで
3412400	3413400	ぜひぜひご覧いただけると
3414400	3414400
3415400	3415400
3419400	3420400	はい、というわけで
3420400	3422400	この辺で
3423400	3425400	今日のリキャップを置いていきたいと思います
3426400	3427400	ご視聴いただいた皆様どうもありがとうございます
3428400	3430400	朝、2時間ぐらいの告知だったんですけども
3431400	3432400	この辺はあすく待っていただいて
3432400	3433400	大変感謝しております
3434400	3436400	はい、日付どうぞよろしくお願いします
3437400	3437400
3437400	3439400	はい、よろしくお願いします
3440400	3441400	それでは
3442400	3442400
3443400	3443400
3444400	3444400
3445400	3446400	お疲れ様でした
3447400	3448400	皆さんも良い一日を過ごしてください
3449400	3450400	良い一日を
3451400	3452400	はい、お疲れ様でした
3453400	3454400	はい、お疲れ様でした
3454400	3455400	ではでは
3455400	3457400	ご視聴ありがとうございました
